dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-09-12,2024,3,256,35.586861,-83.073853,Open flowers (1),open flower present,npn:38143173,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2024-09-12,2024,3,256,35.586861,-83.073853,Open flowers (1),open flower present,npn:38143180,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2024-09-12,2024,3,256,35.586895,-83.073875,Open flowers (1),open flower present,npn:38143279,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-09-13,2024,16,257,39.099045,-96.565102,Open flowers (1),open flower present,npn:48082034,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-09-14,2024,-9999,258,44.739075,-93.602257,Open flowers (1),open flower present,npn:38159826,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-09-14,2024,-9999,258,33.813538,-84.28347,Open flowers (1),open flower present,npn:38155334,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-15,2024,-9999,259,44.936382,-93.208626,Open flowers (1),open flower present,npn:38161741,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-09-14,2024,-9999,258,40.86039,-73.878471,Open flowers (1),open flower present,npn:38278377,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-05-16,2022,3,136,41.745537,-74.119392,Open flowers (1),open flower present,npn:30083482,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2022-09-14,2022,3,257,39.90163,-86.175911,Open flowers (1),open flower present,npn:31208100,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2023-09-19,2023,3,262,39.90163,-86.175911,Open flowers (1),open flower present,npn:34687956,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-26,2024,3,270,47.143215,-93.431,Open flowers (1),open flower present,npn:38343617,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-26,2024,-9999,270,41.433689,-81.693153,Open flowers (1),open flower present,npn:38303874,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2024-09-26,2024,-9999,270,41.433689,-81.693153,Open flowers (1),open flower present,npn:38303909,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-26,2024,3,270,47.143215,-93.431,Open flowers (1),open flower present,npn:38281536,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-09-27,2024,3,271,40.86039,-73.878471,Open flowers (1),open flower present,npn:38306389,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-27,2024,-9999,271,41.745537,-74.119392,Open flowers (1),open flower present,npn:38290647,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-09-27,2024,16,271,39.099045,-96.565102,Open flowers (1),open flower present,npn:48084057,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-27,2024,3,271,41.745537,-74.119392,Open flowers (1),open flower present,npn:45377545,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-09-28,2024,-9999,272,44.739075,-93.602257,Open flowers (1),open flower present,npn:38300942,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-09-28,2024,-9999,272,33.813538,-84.28347,Open flowers (1),open flower present,npn:38296666,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-09-29,2024,-9999,273,44.739075,-93.602257,Open flowers (1),open flower present,npn:38304593,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-09-29,2024,3,273,39.42411,-77.407806,Open flowers (1),open flower present,npn:38303281,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-29,2024,3,273,40.330994,-74.939964,Open flowers (1),open flower present,npn:38302512,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-29,2024,3,273,41.745537,-74.119392,Open flowers (1),open flower present,npn:44523529,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-30,2024,-9999,274,41.745537,-74.119392,Open flowers (1),open flower present,npn:38328053,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-30,2024,3,274,41.745537,-74.119392,Open flowers (1),open flower present,npn:38313185,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-09-30,2024,3,274,42.385391,-71.109001,Open flowers (1),open flower present,npn:38314208,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-01,2024,16,275,39.099045,-96.565102,Open flowers (1),open flower present,npn:48084226,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2024-10-01,2024,-9999,275,35.586849,-83.073837,Open flowers (1),open flower present,npn:38321814,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-10-01,2024,-9999,275,35.586849,-83.073837,Open flowers (1),open flower present,npn:38321821,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum pilosum,species,Human Observation,Asteraceae,Symphyotrichum,pilosum,2024-10-01,2024,-9999,275,35.586895,-83.073875,Open flowers (1),open flower present,npn:38321736,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-01,2024,3,275,41.745537,-74.119392,Open flowers (1),open flower present,npn:38340762,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-02,2024,3,276,41.745537,-74.119392,Open flowers (1),open flower present,npn:38346546,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-02,2024,3,276,41.745537,-74.119392,Open flowers (1),open flower present,npn:38347275,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-10-02,2024,-9999,276,44.739075,-93.602257,Open flowers (1),open flower present,npn:38334375,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-02,2024,3,276,39.90163,-86.175911,Open flowers (1),open flower present,npn:38328461,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-03,2024,3,277,47.143215,-93.431,Open flowers (1),open flower present,npn:38344035,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-03,2024,-9999,277,41.433689,-81.693153,Open flowers (1),open flower present,npn:38358541,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-03,2024,3,277,38.664444,-87.179893,Open flowers (1),open flower present,npn:38337040,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2024-10-03,2024,-9999,277,41.433689,-81.693153,Open flowers (1),open flower present,npn:38358576,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-03,2024,3,277,47.143215,-93.431,Open flowers (1),open flower present,npn:38343785,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-04,2024,3,278,40.86039,-73.878471,Open flowers (1),open flower present,npn:38348249,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-04,2024,-9999,278,41.745537,-74.119392,Open flowers (1),open flower present,npn:38348629,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-04,2024,3,278,41.745537,-74.119392,Open flowers (1),open flower present,npn:38345810,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-04,2024,3,278,44.478752,-84.672668,Open flowers (1),open flower present,npn:38352254,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-04,2024,3,278,44.478752,-84.672668,Open flowers (1),open flower present,npn:38352324,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-05,2024,3,279,40.330994,-74.939964,Open flowers (1),open flower present,npn:38356385,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-10-06,2024,-9999,280,44.739075,-93.602257,Open flowers (1),open flower present,npn:38363264,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-06,2024,3,280,47.143215,-93.431,Open flowers (1),open flower present,npn:38361867,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-06,2024,3,280,47.143215,-93.431,Open flowers (1),open flower present,npn:38361619,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-06,2024,3,280,40.86039,-73.878471,Open flowers (1),open flower present,npn:53369182,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2025-06-11,2025,3,162,39.90163,-86.175911,Open flowers (1),open flower present,npn:52937793,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-07,2024,-9999,281,41.745537,-74.119392,Open flowers (1),open flower present,npn:38377007,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-07,2024,3,281,41.745537,-74.119392,Open flowers (1),open flower present,npn:38452441,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-07,2024,3,281,41.745537,-74.119392,Open flowers (1),open flower present,npn:38387264,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-10-08,2024,-9999,282,32.938965,-97.502823,Open flowers (1),open flower present,npn:38412843,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-08,2024,3,282,42.385391,-71.109001,Open flowers (1),open flower present,npn:38381600,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-09,2024,3,283,39.90163,-86.175911,Open flowers (1),open flower present,npn:38389918,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-10-10,2024,3,284,39.42411,-77.407806,Open flowers (1),open flower present,npn:38484677,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2024-10-10,2024,-9999,284,41.433689,-81.693153,Open flowers (1),open flower present,npn:38426356,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-10,2024,-9999,284,41.433689,-81.693153,Open flowers (1),open flower present,npn:38426320,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-11,2024,-9999,285,41.745537,-74.119392,Open flowers (1),open flower present,npn:38418907,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum oblongifolium,species,Human Observation,Asteraceae,Symphyotrichum,oblongifolium,2024-10-11,2024,-9999,285,32.938965,-97.502823,Open flowers (1),open flower present,npn:38412857,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-11,2024,3,285,47.143215,-93.431,Open flowers (1),open flower present,npn:38416200,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-11,2024,3,285,47.143215,-93.431,Open flowers (1),open flower present,npn:38416548,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-11,2024,-9999,285,41.745537,-74.119392,Open flowers (1),open flower present,npn:38420098,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-11,2024,3,285,41.745537,-74.119392,Open flowers (1),open flower present,npn:38410844,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-12,2024,3,286,38.664444,-87.179893,Open flowers (1),open flower present,npn:38418124,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-12,2024,-9999,286,40.86039,-73.878471,Open flowers (1),open flower present,npn:38604146,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-14,2024,3,288,40.86039,-73.878471,Open flowers (1),open flower present,npn:38432262,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-15,2024,3,289,42.385391,-71.109001,Open flowers (1),open flower present,npn:38440914,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-15,2024,3,289,41.745537,-74.119392,Open flowers (1),open flower present,npn:44946770,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-16,2024,3,290,39.90163,-86.175911,Open flowers (1),open flower present,npn:38446856,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-16,2024,3,290,47.143215,-93.431,Open flowers (1),open flower present,npn:38450664,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-16,2024,3,290,41.745537,-74.119392,Open flowers (1),open flower present,npn:38452636,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-16,2024,-9999,290,41.745537,-74.119392,Open flowers (1),open flower present,npn:38454972,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-16,2024,3,290,41.745537,-74.119392,Open flowers (1),open flower present,npn:38449916,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2024-10-17,2024,-9999,291,41.433689,-81.693153,Open flowers (1),open flower present,npn:38486241,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-18,2024,-9999,292,40.86039,-73.878471,Open flowers (1),open flower present,npn:38604211,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-18,2024,-9999,292,41.745537,-74.119392,Open flowers (1),open flower present,npn:38477491,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-18,2024,-9999,292,41.745537,-74.119392,Open flowers (1),open flower present,npn:38526774,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-10-20,2024,3,294,39.42411,-77.407806,Open flowers (1),open flower present,npn:38484740,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-21,2024,3,295,42.385391,-71.109001,Open flowers (1),open flower present,npn:38495655,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-22,2024,3,296,41.745537,-74.119392,Open flowers (1),open flower present,npn:44523706,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-22,2024,3,296,41.745537,-74.119392,Open flowers (1),open flower present,npn:44946962,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-23,2024,-9999,297,41.745537,-74.119392,Open flowers (1),open flower present,npn:38529549,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-23,2024,3,297,39.90163,-86.175911,Open flowers (1),open flower present,npn:38511133,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-23,2024,3,297,41.745537,-74.119392,Open flowers (1),open flower present,npn:38557401,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-10-26,2024,-9999,300,40.86039,-73.878471,Open flowers (1),open flower present,npn:38604955,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum cordifolium,species,Human Observation,Asteraceae,Symphyotrichum,cordifolium,2024-10-29,2024,3,303,39.42411,-77.407806,Open flowers (1),open flower present,npn:44673500,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-10-30,2024,3,304,39.90163,-86.175911,Open flowers (1),open flower present,npn:38575783,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-11-01,2024,3,306,40.86039,-73.878471,Open flowers (1),open flower present,npn:53369575,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2024-11-06,2024,3,311,39.90163,-86.175911,Open flowers (1),open flower present,npn:44486272,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-11-14,2024,-9999,319,40.86039,-73.878471,Open flowers (1),open flower present,npn:44810325,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2024-11-24,2024,-9999,329,40.86039,-73.878471,Open flowers (1),open flower present,npn:44810395,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-18,2020,-9999,262,47.910019,-97.023216,Open flowers (1),open flower present,npn:23688213,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
